id,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6
79,0.18,0.76,0.01,1.28,0.13,0.28
80,0.18,0.78,0.00,1.28,0.13,0.28
81,0.19,0.82,0.01,1.28,0.13,0.29
82,0.18,0.83,0.01,1.28,0.13,0.29
83,0.18,0.84,0.01,1.29,0.13,0.31
84,0.19,0.86,0.02,1.32,0.13,0.30
85,0.19,0.88,0.02,1.37,0.15,0.30
86,0.18,0.91,0.02,1.46,0.12,0.33
87,0.18,0.94,0.01,1.56,0.13,0.32
88,0.19,0.96,0.02,1.66,0.12,0.35
89,0.18,1.00,0.01,1.78,0.13,0.33
90,0.18,1.03,0.01,1.88,0.14,0.33
91,0.18,1.06,0.01,1.96,0.14,0.34
92,0.19,1.10,0.01,2.01,0.14,0.34
93,0.18,1.15,0.01,2.06,0.13,0.34
94,0.18,1.19,0.01,2.09,0.14,0.35
95,0.18,1.23,0.01,2.11,0.13,0.35
96,0.19,1.25,0.01,2.12,0.12,0.35
97,0.18,1.28,0.01,2.12,0.13,0.36
98,0.18,1.29,0.01,2.13,0.13,0.36
99,0.18,1.30,0.01,2.14,0.13,0.36
100,0.18,1.31,0.01,2.15,0.13,0.35
101,0.18,1.32,0.01,2.15,0.13,0.36
102,0.18,1.33,0.01,2.16,0.13,0.36
103,0.18,1.36,0.01,2.17,0.13,0.37
104,0.18,1.37,0.01,2.18,0.14,0.37
105,0.18,1.40,0.02,2.18,0.14,0.36
106,0.19,1.46,0.01,2.20,0.14,0.37
107,0.18,1.54,0.02,2.22,0.16,0.35
108,0.18,1.61,0.02,2.22,0.13,0.37
109,0.19,1.66,0.01,2.24,0.13,0.36
110,0.19,1.69,0.01,2.25,0.14,0.35
111,0.18,1.72,0.01,2.27,0.13,0.38
112,0.18,1.73,0.01,2.29,0.14,0.37
113,0.19,1.74,0.02,2.31,0.14,0.38
114,0.18,1.76,0.01,2.35,0.14,0.36
115,0.19,1.78,0.01,2.37,0.13,0.37
116,0.19,1.79,0.03,2.39,0.13,0.38
117,0.19,1.81,0.01,2.42,0.14,0.39
118,0.19,1.82,0.02,2.44,0.14,0.37
119,0.18,1.82,0.02,2.46,0.14,0.37
120,0.19,1.82,0.01,2.47,0.14,0.37
121,0.18,1.82,0.01,2.49,0.13,0.37
122,0.19,1.83,0.01,2.50,0.13,0.36
123,0.19,1.81,0.01,2.50,0.13,0.36
124,0.19,1.80,0.01,2.50,0.13,0.37
125,0.19,1.80,0.01,2.52,0.13,0.38
126,0.18,1.78,0.01,2.52,0.13,0.38
127,0.18,1.79,0.01,2.52,0.14,0.37
128,0.18,1.78,0.02,2.53,0.14,0.38
129,0.19,1.78,0.01,2.53,0.13,0.37
130,0.19,1.77,0.01,2.53,0.14,0.38
131,0.17,1.78,0.01,2.53,0.14,0.38
132,0.19,1.77,0.00,2.53,0.13,0.39
133,0.18,1.77,0.02,2.54,0.14,0.39
134,0.19,1.77,0.02,2.54,0.15,0.40
135,0.18,1.78,0.02,2.53,0.13,0.38
136,0.19,1.77,0.01,2.54,0.13,0.39
137,0.18,1.77,0.01,2.55,0.14,0.39
138,0.18,1.77,0.02,2.55,0.15,0.40
139,0.19,1.76,0.01,2.55,0.14,0.40
140,0.19,1.77,0.01,2.56,0.14,0.41
141,0.19,1.76,0.01,2.57,0.12,0.40
142,0.18,1.77,0.01,2.58,0.14,0.41
143,0.18,1.76,0.01,2.58,0.14,0.43
144,0.19,1.78,0.01,2.59,0.14,0.42
145,0.19,1.77,0.01,2.60,0.13,0.42
146,0.19,1.78,0.02,2.60,0.13,0.40
147,0.19,1.78,0.01,2.61,0.14,0.42
148,0.19,1.78,0.01,2.61,0.14,0.43
149,0.19,1.78,0.01,2.61,0.14,0.42
150,0.19,1.79,0.02,2.62,0.13,0.43
151,0.19,1.79,0.01,2.62,0.12,0.43
152,0.18,1.79,0.01,2.64,0.14,0.43
153,0.19,1.79,0.01,2.64,0.14,0.44
154,0.18,1.79,0.02,2.65,0.13,0.44
155,0.19,1.80,0.03,2.65,0.14,0.46
156,0.19,1.79,0.01,2.65,0.14,0.45
157,0.19,1.79,0.01,2.66,0.13,0.44
158,0.19,1.79,0.01,2.66,0.14,0.46
159,0.19,1.79,0.01,2.68,0.16,0.47
160,0.19,1.79,0.01,2.67,0.14,0.47
161,0.19,1.79,0.01,2.68,0.14,0.46
162,0.19,1.80,0.02,2.68,0.15,0.45
163,0.19,1.80,0.01,2.67,0.13,0.46
164,0.19,1.80,0.01,2.68,0.14,0.47
165,0.19,1.79,0.02,2.69,0.13,0.47
166,0.19,1.80,0.01,2.69,0.13,0.48
167,0.19,1.79,0.01,2.69,0.14,0.48
168,0.20,1.78,0.02,2.69,0.12,0.48
169,0.18,1.79,0.02,2.70,0.14,0.48
170,0.19,1.79,0.01,2.70,0.14,0.48
171,0.19,1.80,0.01,2.69,0.13,0.49
172,0.19,1.79,0.01,2.70,0.14,0.49
173,0.19,1.80,0.01,2.71,0.14,0.49
174,0.19,1.80,0.02,2.71,0.14,0.50
175,0.19,1.81,0.01,2.71,0.14,0.50
176,0.19,1.81,0.01,2.71,0.14,0.49
177,0.19,1.80,0.02,2.68,0.12,0.48
178,0.19,1.76,0.01,2.65,0.14,0.46
179,0.19,1.75,0.01,2.65,0.14,0.47
180,0.18,1.73,0.00,2.66,0.14,0.48
181,0.19,1.73,0.01,2.65,0.14,0.48
182,0.19,1.76,0.01,2.65,0.14,0.47
183,0.19,1.80,0.01,2.64,0.14,0.46
184,0.18,1.82,0.01,2.63,0.14,0.46
185,0.19,1.86,0.01,2.62,0.14,0.46
186,0.19,1.87,0.02,2.62,0.13,0.46
187,0.19,1.88,0.01,2.62,0.14,0.46
188,0.19,1.87,0.01,2.62,0.14,0.46
189,0.19,1.87,0.01,2.61,0.14,0.47
190,0.19,1.89,0.02,2.61,0.14,0.47
191,0.19,1.89,0.01,2.62,0.14,0.47
192,0.18,1.89,0.01,2.63,0.14,0.49
193,0.19,1.88,0.02,2.63,0.14,0.48
194,0.19,1.88,0.01,2.64,0.14,0.48
195,0.19,1.88,0.02,2.65,0.14,0.48
196,0.19,1.88,0.01,2.65,0.13,0.48
197,0.19,1.88,0.01,2.65,0.14,0.48
198,0.19,1.89,0.01,2.65,0.14,0.48
199,0.18,1.89,0.02,2.66,0.14,0.47
200,0.19,1.89,0.01,2.66,0.13,0.46
201,0.18,1.90,0.02,2.65,0.14,0.46
202,0.18,1.89,0.01,2.63,0.14,0.46
203,0.18,1.88,0.00,2.63,0.13,0.46
204,0.19,1.86,0.01,2.62,0.14,0.46
205,0.18,1.87,0.01,2.63,0.13,0.47
206,0.19,1.87,0.02,2.64,0.14,0.46
207,0.20,1.87,0.02,2.62,0.13,0.48
208,0.19,1.86,0.01,2.62,0.14,0.47
209,0.18,1.86,0.01,2.61,0.14,0.45
210,0.19,1.86,0.01,2.60,0.14,0.47
211,0.18,1.86,0.01,2.59,0.14,0.47
212,0.18,1.86,0.02,2.59,0.13,0.47
213,0.18,1.86,0.02,2.59,0.14,0.48
214,0.19,1.85,0.00,2.58,0.13,0.46
215,0.18,1.86,0.02,2.59,0.13,0.48
216,0.19,1.85,0.01,2.59,0.14,0.47
217,0.18,1.84,0.01,2.59,0.15,0.47
218,0.18,1.86,0.01,2.59,0.14,0.47
219,0.18,1.84,0.01,2.60,0.14,0.46
220,0.19,1.85,0.01,2.59,0.14,0.48
221,0.19,1.84,0.01,2.59,0.14,0.47
222,0.18,1.83,0.00,2.58,0.13,0.46
223,0.18,1.83,0.02,2.58,0.12,0.47
224,0.19,1.82,0.01,2.58,0.14,0.46
225,0.20,1.82,0.02,2.58,0.13,0.46
226,0.19,1.81,0.01,2.57,0.13,0.45
227,0.19,1.81,0.01,2.56,0.13,0.47
228,0.19,1.81,0.02,2.56,0.14,0.45
229,0.19,1.80,0.01,2.56,0.13,0.45
230,0.18,1.80,0.01,2.54,0.15,0.43
231,0.19,1.80,0.00,2.55,0.13,0.46
232,0.19,1.79,0.01,2.55,0.14,0.46
233,0.18,1.79,0.01,2.55,0.14,0.45
234,0.18,1.78,0.02,2.55,0.13,0.44
235,0.18,1.78,0.01,2.55,0.14,0.46
236,0.18,1.78,0.01,2.55,0.15,0.46
237,0.19,1.77,0.01,2.55,0.14,0.46
238,0.18,1.77,0.01,2.55,0.14,0.46
239,0.18,1.76,0.01,2.55,0.12,0.46
240,0.18,1.76,0.01,2.55,0.14,0.45
241,0.19,1.76,0.02,2.53,0.16,0.46
242,0.18,1.75,0.00,2.54,0.14,0.45
243,0.19,1.75,0.01,2.54,0.14,0.45
244,0.19,1.74,0.01,2.56,0.13,0.46
245,0.19,1.74,0.01,2.54,0.13,0.45
246,0.18,1.74,0.01,2.54,0.14,0.46
247,0.18,1.74,0.01,2.54,0.14,0.46
248,0.19,1.74,0.01,2.54,0.13,0.46
249,0.19,1.74,0.01,2.54,0.12,0.45
250,0.18,1.73,0.01,2.54,0.14,0.46
251,0.18,1.73,0.01,2.54,0.14,0.45
252,0.18,1.72,0.01,2.54,0.12,0.47
253,0.18,1.73,0.02,2.53,0.14,0.45
254,0.19,1.73,0.01,2.53,0.14,0.45
255,0.19,1.72,0.02,2.53,0.13,0.46
256,0.18,1.73,0.01,2.53,0.14,0.46
257,0.19,1.72,0.01,2.53,0.14,0.45
258,0.19,1.72,0.01,2.53,0.14,0.45
259,0.18,1.72,0.01,2.52,0.14,0.45
260,0.18,1.71,0.02,2.53,0.15,0.45
261,0.19,1.72,0.02,2.51,0.14,0.45
262,0.18,1.71,0.01,2.52,0.14,0.45
263,0.19,1.72,0.01,2.51,0.12,0.45
264,0.19,1.72,0.01,2.51,0.13,0.45
265,0.19,1.71,0.01,2.51,0.14,0.45
266,0.19,1.71,0.02,2.51,0.13,0.44
267,0.19,1.70,0.00,2.52,0.13,0.44
268,0.19,1.70,0.01,2.50,0.13,0.45
269,0.19,1.69,0.02,2.51,0.13,0.45
270,0.19,1.70,0.01,2.50,0.13,0.45
271,0.19,1.70,0.01,2.50,0.14,0.45
272,0.19,1.70,0.02,2.49,0.14,0.44
273,0.19,1.60,0.01,2.44,0.13,0.43
274,0.19,1.53,0.01,2.36,0.14,0.41
275,0.19,1.46,0.01,2.30,0.13,0.41
276,0.18,1.44,0.01,2.25,0.13,0.40
277,0.18,1.46,0.02,2.22,0.14,0.42
278,0.18,1.42,0.01,2.20,0.13,0.39
279,0.18,1.38,0.01,2.17,0.13,0.39
280,0.18,1.35,0.00,2.13,0.12,0.39
281,0.19,1.33,0.02,2.10,0.14,0.38
282,0.18,1.32,0.01,2.07,0.13,0.37
283,0.18,1.33,0.01,2.08,0.15,0.37
284,0.19,1.32,0.01,2.07,0.13,0.36
285,0.19,1.30,0.01,2.04,0.13,0.36
286,0.18,1.27,0.01,2.01,0.13,0.36
287,0.18,1.25,0.01,1.99,0.13,0.36
288,0.18,1.21,0.01,1.96,0.13,0.35
289,0.18,1.17,0.01,1.93,0.12,0.34
290,0.19,1.15,0.01,1.89,0.13,0.34
291,0.18,1.13,0.01,1.87,0.14,0.35
292,0.19,1.12,0.00,1.85,0.13,0.33
293,0.19,1.10,0.01,1.83,0.13,0.33
294,0.18,1.09,0.00,1.81,0.13,0.33
295,0.18,1.07,0.00,1.80,0.11,0.33
296,0.18,1.06,0.01,1.78,0.13,0.33
297,0.17,1.05,0.01,1.77,0.14,0.32
298,0.18,1.04,0.01,1.75,0.13,0.32
299,0.18,1.03,0.01,1.74,0.12,0.32
300,0.18,1.01,0.01,1.73,0.12,0.32
301,0.18,1.00,0.01,1.72,0.13,0.31
302,0.18,0.99,0.01,1.70,0.13,0.29
303,0.18,0.98,0.01,1.69,0.13,0.31
304,0.18,0.96,0.01,1.67,0.13,0.31
305,0.18,0.95,0.01,1.66,0.14,0.31
306,0.18,0.94,0.01,1.65,0.13,0.30
307,0.18,0.93,0.01,1.64,0.11,0.28
308,0.18,0.92,0.02,1.63,0.13,0.29
309,0.18,0.91,0.01,1.62,0.13,0.30
310,0.17,0.91,0.01,1.60,0.13,0.30
311,0.18,0.90,0.01,1.60,0.13,0.30
312,0.18,0.90,0.01,1.59,0.12,0.29
313,0.18,0.88,0.01,1.58,0.13,0.31
314,0.19,0.88,0.01,1.57,0.13,0.30
315,0.18,0.87,0.01,1.55,0.13,0.30
316,0.19,0.86,0.01,1.55,0.15,0.29
317,0.18,0.87,0.01,1.55,0.13,0.29
318,0.18,0.86,0.01,1.55,0.14,0.30
319,0.18,0.86,0.01,1.54,0.13,0.29
320,0.18,0.85,0.01,1.53,0.13,0.30
321,0.18,0.86,0.01,1.53,0.13,0.28
322,0.18,0.84,0.01,1.52,0.13,0.29
323,0.18,0.84,0.01,1.51,0.13,0.29
324,0.18,0.84,0.01,1.50,0.14,0.29
325,0.18,0.83,0.00,1.51,0.13,0.27
326,0.18,0.81,0.01,1.51,0.14,0.29
327,0.18,0.81,0.01,1.49,0.13,0.28
328,0.18,0.80,0.01,1.48,0.13,0.28
329,0.19,0.81,0.02,1.48,0.13,0.28
330,0.18,0.80,0.01,1.48,0.13,0.28
331,0.18,0.80,0.01,1.46,0.14,0.28
332,0.18,0.80,0.01,1.46,0.13,0.27
333,0.18,0.79,0.02,1.46,0.12,0.28
334,0.19,0.79,0.01,1.45,0.13,0.28
335,0.18,0.79,0.01,1.44,0.13,0.28
336,0.18,0.79,0.01,1.44,0.14,0.28
337,0.19,0.78,0.01,1.44,0.13,0.28
338,0.18,0.78,0.01,1.44,0.13,0.28
339,0.19,0.77,0.02,1.43,0.12,0.28
340,0.18,0.77,0.01,1.42,0.13,0.27
341,0.18,0.78,0.02,1.42,0.12,0.26
342,0.18,0.77,0.02,1.41,0.12,0.26
343,0.18,0.76,0.01,1.41,0.13,0.27
344,0.18,0.76,0.01,1.40,0.12,0.27
345,0.18,0.76,0.01,1.40,0.13,0.28
346,0.18,0.75,0.01,1.40,0.13,0.27
347,0.17,0.75,0.02,1.39,0.13,0.27
348,0.18,0.75,0.01,1.39,0.12,0.27
349,0.18,0.75,0.02,1.38,0.15,0.27
350,0.19,0.75,0.01,1.38,0.14,0.27
351,0.19,0.75,0.01,1.38,0.13,0.27
352,0.18,0.75,0.01,1.38,0.12,0.28
353,0.18,0.74,0.01,1.37,0.12,0.26
354,0.18,0.74,0.01,1.37,0.13,0.27
355,0.18,0.73,0.00,1.38,0.11,0.26
356,0.18,0.73,0.01,1.36,0.13,0.27
357,0.18,0.73,0.01,1.35,0.13,0.26
358,0.18,0.72,0.01,1.35,0.12,0.26
359,0.19,0.73,0.01,1.35,0.13,0.27
360,0.17,0.71,0.01,1.34,0.12,0.27
361,0.18,0.72,0.01,1.34,0.13,0.27
362,0.18,0.72,0.01,1.34,0.13,0.26
363,0.18,0.71,0.02,1.34,0.14,0.28
364,0.18,0.71,0.01,1.34,0.14,0.26
365,0.18,0.71,0.01,1.33,0.13,0.26
366,0.18,0.71,0.02,1.32,0.14,0.28
367,0.18,0.71,0.01,1.33,0.12,0.26
368,0.18,0.71,0.02,1.32,0.12,0.25
