,volt,lpg,co,ch4
148,0.03,0.051,0.012,0.068
149,0.03,0.051,0.012,0.068
150,0.03,0.051,0.012,0.068
151,0.03,0.051,0.012,0.068
152,0.03,0.051,0.012,0.068
153,0.03,0.051,0.012,0.068
154,0.03,0.051,0.012,0.068
155,0.03,0.051,0.012,0.068
156,0.03,0.051,0.012,0.068
157,0.03,0.051,0.012,0.068
158,0.03,0.051,0.012,0.068
159,0.03,0.051,0.012,0.068
160,0.03,0.051,0.012,0.068
161,0.03,0.051,0.012,0.068
162,0.03,0.051,0.012,0.068
163,0.03,0.051,0.012,0.068
164,0.03,0.051,0.012,0.068
165,0.03,0.051,0.012,0.068
166,0.03,0.051,0.012,0.068
167,0.03,0.051,0.012,0.068
168,0.03,0.051,0.012,0.068
169,0.02,0.006,0.001,0.003
170,0.03,0.051,0.012,0.068
171,0.03,0.051,0.012,0.068
172,0.03,0.051,0.012,0.068
173,0.03,0.051,0.012,0.068
174,0.03,0.051,0.012,0.068
175,0.03,0.051,0.012,0.068
176,0.03,0.051,0.012,0.068
177,0.02,0.006,0.001,0.003
178,0.03,0.051,0.012,0.068
179,0.03,0.051,0.012,0.068
180,0.03,0.051,0.012,0.068
181,0.03,0.051,0.012,0.068
182,0.02,0.006,0.001,0.003
183,0.04,0.243,0.058,0.589
184,0.02,0.006,0.001,0.003
185,0.03,0.051,0.012,0.068
186,0.03,0.051,0.012,0.068
187,0.03,0.051,0.012,0.068
188,0.03,0.051,0.012,0.068
189,0.03,0.051,0.012,0.068
190,0.03,0.051,0.012,0.068
191,0.03,0.051,0.012,0.068
192,0.03,0.051,0.012,0.068
193,0.02,0.006,0.001,0.003
194,0.03,0.051,0.012,0.068
195,0.04,0.243,0.058,0.589
196,0.03,0.051,0.012,0.068
197,0.03,0.051,0.012,0.068
198,0.03,0.051,0.012,0.068
199,0.03,0.051,0.012,0.068
200,0.03,0.051,0.012,0.068
201,0.03,0.051,0.012,0.068
202,0.03,0.051,0.012,0.068
203,0.03,0.051,0.012,0.068
204,0.03,0.051,0.012,0.068
205,0.02,0.006,0.001,0.003
206,0.03,0.051,0.012,0.068
207,0.03,0.051,0.012,0.068
208,0.04,0.243,0.058,0.589
209,0.02,0.006,0.001,0.003
210,0.02,0.006,0.001,0.003
211,0.03,0.051,0.012,0.068
212,0.03,0.051,0.012,0.068
213,0.03,0.051,0.012,0.068
214,0.03,0.051,0.012,0.068
215,0.02,0.006,0.001,0.003
216,0.03,0.051,0.012,0.068
217,0.03,0.051,0.012,0.068
218,0.03,0.051,0.012,0.068
219,0.03,0.051,0.012,0.068
220,0.02,0.006,0.001,0.003
221,0.03,0.051,0.012,0.068
222,0.03,0.051,0.012,0.068
223,0.03,0.051,0.012,0.068
224,0.04,0.243,0.058,0.589
225,0.03,0.051,0.012,0.068
226,0.03,0.051,0.012,0.068
227,0.03,0.051,0.012,0.068
228,0.03,0.051,0.012,0.068
229,0.03,0.051,0.012,0.068
230,0.03,0.051,0.012,0.068
231,0.03,0.051,0.012,0.068
232,0.04,0.243,0.058,0.589
233,0.03,0.051,0.012,0.068
234,0.03,0.051,0.012,0.068
235,0.03,0.051,0.012,0.068
236,0.03,0.051,0.012,0.068
237,0.03,0.051,0.012,0.068
238,0.03,0.051,0.012,0.068
239,0.03,0.051,0.012,0.068
240,0.03,0.051,0.012,0.068
241,0.04,0.243,0.058,0.589
242,0.03,0.051,0.012,0.068
243,0.03,0.051,0.012,0.068
244,0.03,0.051,0.012,0.068
245,0.03,0.051,0.012,0.068
246,0.03,0.051,0.012,0.068
247,0.03,0.051,0.012,0.068
248,0.03,0.051,0.012,0.068
249,0.03,0.051,0.012,0.068
250,0.03,0.051,0.012,0.068
251,0.03,0.051,0.012,0.068
252,0.03,0.051,0.012,0.068
253,0.02,0.006,0.001,0.003
254,0.03,0.051,0.012,0.068
255,0.03,0.051,0.012,0.068
256,0.03,0.051,0.012,0.068
257,0.04,0.243,0.058,0.589
258,0.03,0.051,0.012,0.068
259,0.02,0.006,0.001,0.003
260,0.03,0.051,0.012,0.068
261,0.03,0.051,0.012,0.068
262,0.04,0.243,0.058,0.589
263,0.04,0.243,0.058,0.589
264,0.03,0.051,0.012,0.068
265,0.03,0.051,0.012,0.068
266,0.03,0.051,0.012,0.068
267,0.03,0.051,0.012,0.068
268,0.03,0.051,0.012,0.068
269,0.03,0.051,0.012,0.068
270,0.03,0.051,0.012,0.068
271,0.03,0.051,0.012,0.068
272,0.03,0.051,0.012,0.068
273,0.03,0.051,0.012,0.068
274,0.03,0.051,0.012,0.068
275,0.03,0.051,0.012,0.068
276,0.04,0.243,0.058,0.589
277,0.03,0.051,0.012,0.068
278,0.03,0.051,0.012,0.068
279,0.03,0.051,0.012,0.068
280,0.03,0.051,0.012,0.068
281,0.03,0.051,0.012,0.068
282,0.03,0.051,0.012,0.068
283,0.03,0.051,0.012,0.068
284,0.03,0.051,0.012,0.068
285,0.03,0.051,0.012,0.068
286,0.03,0.051,0.012,0.068
287,0.03,0.051,0.012,0.068
288,0.03,0.051,0.012,0.068
289,0.03,0.051,0.012,0.068
290,0.03,0.051,0.012,0.068
291,0.03,0.051,0.012,0.068
292,0.03,0.051,0.012,0.068
293,0.03,0.051,0.012,0.068
294,0.03,0.051,0.012,0.068
295,0.03,0.051,0.012,0.068
296,0.04,0.243,0.058,0.589
297,0.03,0.051,0.012,0.068
298,0.03,0.051,0.012,0.068
299,0.03,0.051,0.012,0.068
300,0.03,0.051,0.012,0.068
301,0.03,0.051,0.012,0.068
302,0.04,0.243,0.058,0.589
303,0.03,0.051,0.012,0.068
304,0.03,0.051,0.012,0.068
305,0.03,0.051,0.012,0.068
306,0.03,0.051,0.012,0.068
307,0.03,0.051,0.012,0.068
308,0.03,0.051,0.012,0.068
309,0.03,0.051,0.012,0.068
310,0.03,0.051,0.012,0.068
311,0.04,0.243,0.058,0.589
312,0.03,0.051,0.012,0.068
313,0.03,0.051,0.012,0.068
314,0.03,0.051,0.012,0.068
315,0.03,0.051,0.012,0.068
316,0.03,0.051,0.012,0.068
317,0.03,0.051,0.012,0.068
318,0.03,0.051,0.012,0.068
319,0.03,0.051,0.012,0.068
320,0.03,0.051,0.012,0.068
321,0.03,0.051,0.012,0.068
322,0.04,0.243,0.058,0.589
323,0.03,0.051,0.012,0.068
324,0.03,0.051,0.012,0.068
325,0.03,0.051,0.012,0.068
326,0.03,0.051,0.012,0.068
327,0.02,0.006,0.001,0.003
328,0.02,0.006,0.001,0.003
329,0.03,0.051,0.012,0.068
330,0.03,0.051,0.012,0.068
331,0.03,0.051,0.012,0.068
332,0.03,0.051,0.012,0.068
333,0.03,0.051,0.012,0.068
334,0.03,0.051,0.012,0.068
335,0.02,0.006,0.001,0.003
336,0.02,0.006,0.001,0.003
337,0.03,0.051,0.012,0.068
338,0.03,0.051,0.012,0.068
339,0.02,0.006,0.001,0.003
340,0.02,0.006,0.001,0.003
341,0.03,0.051,0.012,0.068
342,0.03,0.051,0.012,0.068
343,0.03,0.051,0.012,0.068
344,0.03,0.051,0.012,0.068
345,0.02,0.006,0.001,0.003
346,0.03,0.051,0.012,0.068
347,0.03,0.051,0.012,0.068
348,0.03,0.051,0.012,0.068
349,0.03,0.051,0.012,0.068
350,0.03,0.051,0.012,0.068
351,0.03,0.051,0.012,0.068
352,0.03,0.051,0.012,0.068
353,0.03,0.051,0.012,0.068
354,0.03,0.051,0.012,0.068
355,0.02,0.006,0.001,0.003
356,0.02,0.006,0.001,0.003
357,0.03,0.051,0.012,0.068
358,0.03,0.051,0.012,0.068
359,0.03,0.051,0.012,0.068
360,0.03,0.051,0.012,0.068
361,0.03,0.051,0.012,0.068
362,0.03,0.051,0.012,0.068
363,0.04,0.243,0.058,0.589
364,0.03,0.051,0.012,0.068
365,0.03,0.051,0.012,0.068
366,0.03,0.051,0.012,0.068
367,0.03,0.051,0.012,0.068
368,0.03,0.051,0.012,0.068
369,0.03,0.051,0.012,0.068
370,0.02,0.006,0.001,0.003
371,0.03,0.051,0.012,0.068
372,0.03,0.051,0.012,0.068
373,0.03,0.051,0.012,0.068
374,0.03,0.051,0.012,0.068
375,0.03,0.051,0.012,0.068
376,0.03,0.051,0.012,0.068
377,0.03,0.051,0.012,0.068
378,0.03,0.051,0.012,0.068
379,0.03,0.051,0.012,0.068
380,0.04,0.243,0.058,0.589
381,0.04,0.243,0.058,0.589
382,0.03,0.051,0.012,0.068
