,volt,lpg,co,ch4
148,0.03,0.051,0.012,0.068
149,0.03,0.051,0.012,0.068
150,0.03,0.051,0.012,0.068
151,0.03,0.051,0.012,0.068
152,0.04,0.243,0.058,0.589
153,0.03,0.051,0.012,0.068
154,0.03,0.051,0.012,0.068
155,0.04,0.243,0.058,0.589
156,0.03,0.051,0.012,0.068
157,0.03,0.051,0.012,0.068
158,0.03,0.051,0.012,0.068
159,0.03,0.051,0.012,0.068
160,0.03,0.051,0.012,0.068
161,0.03,0.051,0.012,0.068
162,0.03,0.051,0.012,0.068
163,0.03,0.051,0.012,0.068
164,0.03,0.051,0.012,0.068
165,0.03,0.051,0.012,0.068
166,0.03,0.051,0.012,0.068
167,0.03,0.051,0.012,0.068
168,0.03,0.051,0.012,0.068
169,0.04,0.243,0.058,0.589
170,0.03,0.051,0.012,0.068
171,0.03,0.051,0.012,0.068
172,0.04,0.243,0.058,0.589
173,0.03,0.051,0.012,0.068
174,0.03,0.051,0.012,0.068
175,0.03,0.051,0.012,0.068
176,0.04,0.243,0.058,0.589
177,0.03,0.051,0.012,0.068
178,0.03,0.051,0.012,0.068
179,0.03,0.051,0.012,0.068
180,0.03,0.051,0.012,0.068
181,0.03,0.051,0.012,0.068
182,0.04,0.243,0.058,0.589
183,0.04,0.243,0.058,0.589
184,0.03,0.051,0.012,0.068
185,0.03,0.051,0.012,0.068
186,0.03,0.051,0.012,0.068
187,0.03,0.051,0.012,0.068
188,0.04,0.243,0.058,0.589
189,0.03,0.051,0.012,0.068
190,0.03,0.051,0.012,0.068
191,0.03,0.051,0.012,0.068
192,0.03,0.051,0.012,0.068
193,0.03,0.051,0.012,0.068
194,0.03,0.051,0.012,0.068
195,0.04,0.243,0.058,0.589
196,0.04,0.243,0.058,0.589
197,0.03,0.051,0.012,0.068
198,0.03,0.051,0.012,0.068
199,0.04,0.243,0.058,0.589
200,0.03,0.051,0.012,0.068
201,0.03,0.051,0.012,0.068
202,0.04,0.243,0.058,0.589
203,0.03,0.051,0.012,0.068
204,0.03,0.051,0.012,0.068
205,0.04,0.243,0.058,0.589
206,0.03,0.051,0.012,0.068
207,0.03,0.051,0.012,0.068
208,0.04,0.243,0.058,0.589
209,0.03,0.051,0.012,0.068
210,0.03,0.051,0.012,0.068
211,0.04,0.243,0.058,0.589
212,0.04,0.243,0.058,0.589
213,0.03,0.051,0.012,0.068
214,0.03,0.051,0.012,0.068
215,0.03,0.051,0.012,0.068
216,0.03,0.051,0.012,0.068
217,0.04,0.243,0.058,0.589
218,0.03,0.051,0.012,0.068
219,0.03,0.051,0.012,0.068
220,0.03,0.051,0.012,0.068
221,0.03,0.051,0.012,0.068
222,0.03,0.051,0.012,0.068
223,0.04,0.243,0.058,0.589
224,0.03,0.051,0.012,0.068
225,0.03,0.051,0.012,0.068
226,0.03,0.051,0.012,0.068
227,0.03,0.051,0.012,0.068
228,0.03,0.051,0.012,0.068
229,0.04,0.243,0.058,0.589
230,0.04,0.243,0.058,0.589
231,0.03,0.051,0.012,0.068
232,0.03,0.051,0.012,0.068
233,0.03,0.051,0.012,0.068
234,0.03,0.051,0.012,0.068
235,0.03,0.051,0.012,0.068
236,0.03,0.051,0.012,0.068
237,0.04,0.243,0.058,0.589
238,0.03,0.051,0.012,0.068
239,0.03,0.051,0.012,0.068
240,0.03,0.051,0.012,0.068
241,0.03,0.051,0.012,0.068
242,0.03,0.051,0.012,0.068
243,0.04,0.243,0.058,0.589
244,0.03,0.051,0.012,0.068
245,0.03,0.051,0.012,0.068
246,0.04,0.243,0.058,0.589
247,0.04,0.243,0.058,0.589
248,0.03,0.051,0.012,0.068
249,0.03,0.051,0.012,0.068
250,0.03,0.051,0.012,0.068
251,0.03,0.051,0.012,0.068
252,0.03,0.051,0.012,0.068
253,0.04,0.243,0.058,0.589
254,0.02,0.006,0.001,0.003
255,0.03,0.051,0.012,0.068
256,0.03,0.051,0.012,0.068
257,0.04,0.243,0.058,0.589
258,0.03,0.051,0.012,0.068
259,0.04,0.243,0.058,0.589
260,0.03,0.051,0.012,0.068
261,0.04,0.243,0.058,0.589
262,0.03,0.051,0.012,0.068
263,0.04,0.243,0.058,0.589
264,0.03,0.051,0.012,0.068
265,0.03,0.051,0.012,0.068
266,0.03,0.051,0.012,0.068
267,0.03,0.051,0.012,0.068
268,0.03,0.051,0.012,0.068
269,0.03,0.051,0.012,0.068
270,0.02,0.006,0.001,0.003
271,0.03,0.051,0.012,0.068
272,0.03,0.051,0.012,0.068
273,0.03,0.051,0.012,0.068
274,0.03,0.051,0.012,0.068
275,0.03,0.051,0.012,0.068
276,0.03,0.051,0.012,0.068
277,0.03,0.051,0.012,0.068
278,0.03,0.051,0.012,0.068
279,0.04,0.243,0.058,0.589
280,0.04,0.243,0.058,0.589
281,0.04,0.243,0.058,0.589
282,0.04,0.243,0.058,0.589
283,0.04,0.243,0.058,0.589
284,0.03,0.051,0.012,0.068
285,0.03,0.051,0.012,0.068
286,0.04,0.243,0.058,0.589
287,0.03,0.051,0.012,0.068
288,0.03,0.051,0.012,0.068
289,0.03,0.051,0.012,0.068
290,0.03,0.051,0.012,0.068
291,0.03,0.051,0.012,0.068
292,0.03,0.051,0.012,0.068
293,0.03,0.051,0.012,0.068
294,0.03,0.051,0.012,0.068
295,0.04,0.243,0.058,0.589
296,0.03,0.051,0.012,0.068
297,0.04,0.243,0.058,0.589
298,0.03,0.051,0.012,0.068
299,0.03,0.051,0.012,0.068
300,0.03,0.051,0.012,0.068
301,0.03,0.051,0.012,0.068
302,0.03,0.051,0.012,0.068
303,0.03,0.051,0.012,0.068
304,0.04,0.243,0.058,0.589
305,0.03,0.051,0.012,0.068
306,0.03,0.051,0.012,0.068
307,0.03,0.051,0.012,0.068
308,0.03,0.051,0.012,0.068
309,0.03,0.051,0.012,0.068
310,0.03,0.051,0.012,0.068
311,0.04,0.243,0.058,0.589
312,0.02,0.006,0.001,0.003
313,0.03,0.051,0.012,0.068
314,0.04,0.243,0.058,0.589
315,0.03,0.051,0.012,0.068
316,0.03,0.051,0.012,0.068
317,0.04,0.243,0.058,0.589
318,0.03,0.051,0.012,0.068
319,0.04,0.243,0.058,0.589
320,0.02,0.006,0.001,0.003
321,0.03,0.051,0.012,0.068
322,0.04,0.243,0.058,0.589
323,0.03,0.051,0.012,0.068
324,0.03,0.051,0.012,0.068
325,0.03,0.051,0.012,0.068
326,0.04,0.243,0.058,0.589
327,0.03,0.051,0.012,0.068
328,0.03,0.051,0.012,0.068
329,0.02,0.006,0.001,0.003
330,0.04,0.243,0.058,0.589
331,0.04,0.243,0.058,0.589
332,0.03,0.051,0.012,0.068
333,0.02,0.006,0.001,0.003
334,0.03,0.051,0.012,0.068
335,0.04,0.243,0.058,0.589
336,0.03,0.051,0.012,0.068
337,0.03,0.051,0.012,0.068
338,0.04,0.243,0.058,0.589
339,0.04,0.243,0.058,0.589
340,0.03,0.051,0.012,0.068
341,0.03,0.051,0.012,0.068
342,0.03,0.051,0.012,0.068
343,0.03,0.051,0.012,0.068
344,0.03,0.051,0.012,0.068
345,0.03,0.051,0.012,0.068
346,0.03,0.051,0.012,0.068
347,0.04,0.243,0.058,0.589
348,0.04,0.243,0.058,0.589
349,0.04,0.243,0.058,0.589
350,0.03,0.051,0.012,0.068
351,0.04,0.243,0.058,0.589
352,0.04,0.243,0.058,0.589
353,0.03,0.051,0.012,0.068
354,0.03,0.051,0.012,0.068
355,0.03,0.051,0.012,0.068
356,0.03,0.051,0.012,0.068
357,0.03,0.051,0.012,0.068
358,0.03,0.051,0.012,0.068
359,0.03,0.051,0.012,0.068
360,0.03,0.051,0.012,0.068
361,0.03,0.051,0.012,0.068
362,0.03,0.051,0.012,0.068
363,0.03,0.051,0.012,0.068
364,0.03,0.051,0.012,0.068
365,0.03,0.051,0.012,0.068
366,0.03,0.051,0.012,0.068
367,0.03,0.051,0.012,0.068
368,0.03,0.051,0.012,0.068
369,0.04,0.243,0.058,0.589
370,0.03,0.051,0.012,0.068
371,0.03,0.051,0.012,0.068
372,0.03,0.051,0.012,0.068
373,0.03,0.051,0.012,0.068
374,0.03,0.051,0.012,0.068
375,0.03,0.051,0.012,0.068
376,0.03,0.051,0.012,0.068
377,0.03,0.051,0.012,0.068
378,0.03,0.051,0.012,0.068
379,0.03,0.051,0.012,0.068
380,0.03,0.051,0.012,0.068
381,0.03,0.051,0.012,0.068
382,0.03,0.051,0.012,0.068
383,0.03,0.051,0.012,0.068
384,0.03,0.051,0.012,0.068
385,0.03,0.051,0.012,0.068
386,0.03,0.051,0.012,0.068
387,0.03,0.051,0.012,0.068
388,0.03,0.051,0.012,0.068
389,0.03,0.051,0.012,0.068
390,0.04,0.243,0.058,0.589
391,0.03,0.051,0.012,0.068
392,0.03,0.051,0.012,0.068
393,0.02,0.006,0.001,0.003
394,0.03,0.051,0.012,0.068
395,0.03,0.051,0.012,0.068
396,0.03,0.051,0.012,0.068
397,0.03,0.051,0.012,0.068
398,0.03,0.051,0.012,0.068
399,0.03,0.051,0.012,0.068
400,0.03,0.051,0.012,0.068
401,0.04,0.243,0.058,0.589
402,0.04,0.243,0.058,0.589
403,0.03,0.051,0.012,0.068
404,0.04,0.243,0.058,0.589
405,0.03,0.051,0.012,0.068
406,0.03,0.051,0.012,0.068
407,0.03,0.051,0.012,0.068
408,0.03,0.051,0.012,0.068
409,0.03,0.051,0.012,0.068
410,0.04,0.243,0.058,0.589
411,0.03,0.051,0.012,0.068
412,0.03,0.051,0.012,0.068
413,0.03,0.051,0.012,0.068
414,0.03,0.051,0.012,0.068
415,0.02,0.006,0.001,0.003
416,0.03,0.051,0.012,0.068
417,0.03,0.051,0.012,0.068
418,0.03,0.051,0.012,0.068
419,0.03,0.051,0.012,0.068
420,0.03,0.051,0.012,0.068
421,0.03,0.051,0.012,0.068
422,0.03,0.051,0.012,0.068
423,0.03,0.051,0.012,0.068
424,0.03,0.051,0.012,0.068
425,0.03,0.051,0.012,0.068
426,0.04,0.243,0.058,0.589
427,0.03,0.051,0.012,0.068
428,0.03,0.051,0.012,0.068
429,0.04,0.243,0.058,0.589
430,0.04,0.243,0.058,0.589
431,0.02,0.006,0.001,0.003
432,0.03,0.051,0.012,0.068
433,0.03,0.051,0.012,0.068
434,0.03,0.051,0.012,0.068
435,0.02,0.006,0.001,0.003
436,0.03,0.051,0.012,0.068
437,0.02,0.006,0.001,0.003
438,0.03,0.051,0.012,0.068
439,0.03,0.051,0.012,0.068
440,0.02,0.006,0.001,0.003
441,0.03,0.051,0.012,0.068
442,0.04,0.243,0.058,0.589
443,0.03,0.051,0.012,0.068
444,0.02,0.006,0.001,0.003
445,0.04,0.243,0.058,0.589
446,0.04,0.243,0.058,0.589
447,0.03,0.051,0.012,0.068
448,0.03,0.051,0.012,0.068
449,0.04,0.243,0.058,0.589
450,0.03,0.051,0.012,0.068
451,0.03,0.051,0.012,0.068
452,0.03,0.051,0.012,0.068
453,0.03,0.051,0.012,0.068
454,0.03,0.051,0.012,0.068
455,0.03,0.051,0.012,0.068
