,volt,lpg,co,ch4
229,0.02,0.006,0.001,0.003
230,0.02,0.006,0.001,0.003
231,0.04,0.243,0.058,0.589
232,0.03,0.051,0.012,0.068
233,0.02,0.006,0.001,0.003
234,0.03,0.051,0.012,0.068
235,0.03,0.051,0.012,0.068
236,0.03,0.051,0.012,0.068
237,0.03,0.051,0.012,0.068
238,0.03,0.051,0.012,0.068
239,0.03,0.051,0.012,0.068
240,0.03,0.051,0.012,0.068
241,0.03,0.051,0.012,0.068
242,0.03,0.051,0.012,0.068
243,0.02,0.006,0.001,0.003
244,0.03,0.051,0.012,0.068
245,0.03,0.051,0.012,0.068
246,0.03,0.051,0.012,0.068
247,0.02,0.006,0.001,0.003
248,0.03,0.051,0.012,0.068
249,0.03,0.051,0.012,0.068
250,0.03,0.051,0.012,0.068
251,0.03,0.051,0.012,0.068
252,0.03,0.051,0.012,0.068
253,0.03,0.051,0.012,0.068
254,0.03,0.051,0.012,0.068
255,0.03,0.051,0.012,0.068
256,0.03,0.051,0.012,0.068
257,0.03,0.051,0.012,0.068
258,0.02,0.006,0.001,0.003
259,0.02,0.006,0.001,0.003
260,0.02,0.006,0.001,0.003
261,0.03,0.051,0.012,0.068
262,0.02,0.006,0.001,0.003
263,0.02,0.006,0.001,0.003
264,0.03,0.051,0.012,0.068
265,0.03,0.051,0.012,0.068
266,0.02,0.006,0.001,0.003
267,0.03,0.051,0.012,0.068
268,0.03,0.051,0.012,0.068
269,0.03,0.051,0.012,0.068
270,0.03,0.051,0.012,0.068
271,0.03,0.051,0.012,0.068
272,0.03,0.051,0.012,0.068
273,0.03,0.051,0.012,0.068
274,0.02,0.006,0.001,0.003
275,0.02,0.006,0.001,0.003
276,0.01,0.0,0.0,0.0
277,0.02,0.006,0.001,0.003
278,0.02,0.006,0.001,0.003
279,0.03,0.051,0.012,0.068
280,0.03,0.051,0.012,0.068
281,0.03,0.051,0.012,0.068
282,0.03,0.051,0.012,0.068
283,0.02,0.006,0.001,0.003
284,0.03,0.051,0.012,0.068
285,0.03,0.051,0.012,0.068
286,0.03,0.051,0.012,0.068
287,0.03,0.051,0.012,0.068
288,0.02,0.006,0.001,0.003
289,0.03,0.051,0.012,0.068
290,0.03,0.051,0.012,0.068
291,0.03,0.051,0.012,0.068
292,0.03,0.051,0.012,0.068
293,0.03,0.051,0.012,0.068
294,0.03,0.051,0.012,0.068
295,0.02,0.006,0.001,0.003
296,0.02,0.006,0.001,0.003
297,0.03,0.051,0.012,0.068
298,0.02,0.006,0.001,0.003
299,0.03,0.051,0.012,0.068
300,0.03,0.051,0.012,0.068
301,0.02,0.006,0.001,0.003
302,0.02,0.006,0.001,0.003
303,0.03,0.051,0.012,0.068
304,0.03,0.051,0.012,0.068
305,0.02,0.006,0.001,0.003
306,0.04,0.243,0.058,0.589
307,0.03,0.051,0.012,0.068
308,0.03,0.051,0.012,0.068
309,0.02,0.006,0.001,0.003
310,0.02,0.006,0.001,0.003
311,0.03,0.051,0.012,0.068
312,0.03,0.051,0.012,0.068
313,0.02,0.006,0.001,0.003
314,0.03,0.051,0.012,0.068
315,0.03,0.051,0.012,0.068
316,0.02,0.006,0.001,0.003
317,0.02,0.006,0.001,0.003
318,0.04,0.243,0.058,0.589
319,0.03,0.051,0.012,0.068
320,0.03,0.051,0.012,0.068
321,0.03,0.051,0.012,0.068
322,0.02,0.006,0.001,0.003
323,0.02,0.006,0.001,0.003
324,0.02,0.006,0.001,0.003
325,0.02,0.006,0.001,0.003
326,0.03,0.051,0.012,0.068
327,0.03,0.051,0.012,0.068
328,0.02,0.006,0.001,0.003
329,0.02,0.006,0.001,0.003
330,0.03,0.051,0.012,0.068
331,0.02,0.006,0.001,0.003
332,0.03,0.051,0.012,0.068
333,0.03,0.051,0.012,0.068
334,0.02,0.006,0.001,0.003
335,0.02,0.006,0.001,0.003
336,0.03,0.051,0.012,0.068
337,0.02,0.006,0.001,0.003
338,0.02,0.006,0.001,0.003
339,0.03,0.051,0.012,0.068
340,0.02,0.006,0.001,0.003
341,0.03,0.051,0.012,0.068
342,0.03,0.051,0.012,0.068
343,0.03,0.051,0.012,0.068
344,0.03,0.051,0.012,0.068
345,0.03,0.051,0.012,0.068
346,0.03,0.051,0.012,0.068
347,0.02,0.006,0.001,0.003
348,0.03,0.051,0.012,0.068
349,0.02,0.006,0.001,0.003
350,0.03,0.051,0.012,0.068
351,0.03,0.051,0.012,0.068
352,0.03,0.051,0.012,0.068
353,0.04,0.243,0.058,0.589
354,0.03,0.051,0.012,0.068
